,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,ori,region_desc,region_name,state_abbr,state_name
15639,Burns Police Department,City,MARION,West North Central,38.359647,-97.102771,0.0,KS0580600,Region II,Midwest,KS,Kansas
15640,McLouth Police Department,City,JEFFERSON,West North Central,39.197052,-95.20833,0.0,KS0440400,Region II,Midwest,KS,Kansas
15641,Kansas Racing and Gaming Commission:,Other State Agency,,West North Central,,,1.0,KS1051100,Region II,Midwest,KS,Kansas
15642,La Harpe Police Department,City,ALLEN,West North Central,37.884228,-95.300945,0.0,KS0010400,Region II,Midwest,KS,Kansas
15643,Lansing Police Department,City,LEAVENWORTH,West North Central,39.240746,-94.89871,1.0,KS0520300,Region II,Midwest,KS,Kansas
15644,Wellington Police Department,City,SUMNER,West North Central,37.236662,-97.493352,1.0,KS0960100,Region II,Midwest,KS,Kansas
15645,Gove County Sheriff's Office,County,GOVE,West North Central,38.917239,-100.48736,1.0,KS0320000,Region II,Midwest,KS,Kansas
15646,Burden Police Department,City,COWLEY,West North Central,37.234507,-96.837247,1.0,KS0180300,Region II,Midwest,KS,Kansas
15647,Pottawatomie County Sheriff's Office,County,POTTAWATOMIE,West North Central,39.382187,-96.337113,1.0,KS0750000,Region II,Midwest,KS,Kansas
15648,Colony Police Department,City,ANDERSON,West North Central,38.215114,-95.292046,0.0,KS0020200,Region II,Midwest,KS,Kansas
15649,Inman Police Department,City,MCPHERSON,West North Central,38.395812,-97.647489,1.0,KS0570800,Region II,Midwest,KS,Kansas
15650,Chanute Police Department,City,NEOSHO,West North Central,37.564283,-95.315683,1.0,KS0670100,Region II,Midwest,KS,Kansas
15651,Sedan Police Department,City,CHAUTAUQUA,West North Central,37.126965,-96.18684,0.0,KS0100100,Region II,Midwest,KS,Kansas
15652,Baldwin City Police Department,City,DOUGLAS,West North Central,38.896573,-95.290529,0.0,KS0230300,Region II,Midwest,KS,Kansas
15653,Howard Police Department,City,ELK,West North Central,37.456026,-96.244642,0.0,KS0250100,Region II,Midwest,KS,Kansas
15654,Sterling Police Department,City,RICE,West North Central,38.347178,-98.201415,1.0,KS0800200,Region II,Midwest,KS,Kansas
15655,Kansas Racing and Gaming Commission:,Other State Agency,,West North Central,,,0.0,KS0191200,Region II,Midwest,KS,Kansas
15656,Shawnee Mission Public Schools,Other,JOHNSON,West North Central,38.997684,-94.686424,1.0,KS0462500,Region II,Midwest,KS,Kansas
15657,Leawood Police Department,City,JOHNSON,West North Central,38.954098,-94.615425,1.0,KS0460200,Region II,Midwest,KS,Kansas
15658,Rossville Police Department,City,SHAWNEE,West North Central,39.041805,-95.755664,0.0,KS0890200,Region II,Midwest,KS,Kansas
15659,Park City Police Department,City,SEDGWICK,West North Central,37.681045,-97.461054,1.0,KS0871600,Region II,Midwest,KS,Kansas
15660,Attica Police Department,City,HARPER,West North Central,37.188184,-98.06659,0.0,KS0390200,Region II,Midwest,KS,Kansas
15661,Reno County Drug Enforcement Unit,Other,,West North Central,,,1.0,KS0780900,Region II,Midwest,KS,Kansas
15662,Riley County Police Department,County,RILEY,West North Central,39.291211,-96.727489,1.0,KS0810000,Region II,Midwest,KS,Kansas
15663,Le Roy Police Department,City,COFFEY,West North Central,38.23645,-95.729137,0.0,KS0160500,Region II,Midwest,KS,Kansas
15664,Highway Patrol:,State Police,,West North Central,,,0.0,KSKHP1000,Region II,Midwest,KS,Kansas
15665,Kearny County Sheriff's Office,County,KEARNY,West North Central,37.994461,-101.308136,0.0,KS0470000,Region II,Midwest,KS,Kansas
15666,Barber County Sheriff's Office,County,BARBER,West North Central,37.279503,-98.57847,1.0,KS0040000,Region II,Midwest,KS,Kansas
15667,Hugoton Police Department,City,STEVENS,West North Central,37.202356,-101.315796,1.0,KS0950100,Region II,Midwest,KS,Kansas
15668,Wellsville Police Department,City,FRANKLIN,West North Central,38.558019,-95.278962,1.0,KS0300200,Region II,Midwest,KS,Kansas
15669,Crawford County Sheriff's Office,County,CRAWFORD,West North Central,37.512306,-94.864105,1.0,KS0190000,Region II,Midwest,KS,Kansas
15670,Neodesha Police Department,City,WILSON,West North Central,37.558515,-95.745175,1.0,KS1030200,Region II,Midwest,KS,Kansas
15671,Nortonville Police Department,City,JEFFERSON,West North Central,39.239644,-95.375314,1.0,KS0440500,Region II,Midwest,KS,Kansas
15672,Tonganoxie Police Department,City,LEAVENWORTH,West North Central,39.109253,-95.08621,1.0,KS0520200,Region II,Midwest,KS,Kansas
15673,Melvern Police Department,City,OSAGE,West North Central,38.648409,-95.707596,0.0,KS0700800,Region II,Midwest,KS,Kansas
15674,Sumner County Sheriff's Office,County,SUMNER,West North Central,37.289577,-97.39243,1.0,KS0960000,Region II,Midwest,KS,Kansas
15675,Kansas Racing Commission Security Division,Other State Agency,SHAWNEE,West North Central,39.0513,-95.678185,1.0,KS0891300,Region II,Midwest,KS,Kansas
15676,Lincoln County Sheriff's Office,County,LINCOLN,West North Central,39.040707,-98.14436,0.0,KS0530000,Region II,Midwest,KS,Kansas
15677,Mission Hills Police Department,City,JOHNSON,West North Central,38.883907,-94.82233,1.0,KS0461300,Region II,Midwest,KS,Kansas
15678,Valley Center Police Department,City,SEDGWICK,West North Central,37.839355,-97.365616,1.0,KS0870500,Region II,Midwest,KS,Kansas
15679,Junction City Police Department,City,GEARY,West North Central,39.031418,-96.82725,1.0,KS0310100,Region II,Midwest,KS,Kansas
15680,Lewis Police Department,City,EDWARDS,West North Central,37.940975,-99.25484,0.0,KS0240200,Region II,Midwest,KS,Kansas
15681,Winfield Police Department,City,COWLEY,West North Central,37.24121,-96.99589,1.0,KS0180200,Region II,Midwest,KS,Kansas
15682,Canton Police Department,City,MCPHERSON,West North Central,38.395812,-97.647489,0.0,KS0570900,Region II,Midwest,KS,Kansas
15683,Woodson County Sheriff's Office,County,WOODSON,West North Central,37.881382,-95.73259,1.0,KS1040000,Region II,Midwest,KS,Kansas
15684,Chautauqua County Sheriff's Office,County,CHAUTAUQUA,West North Central,37.128136,-96.18683,1.0,KS0100000,Region II,Midwest,KS,Kansas
15685,Erie Police Department,City,NEOSHO,West North Central,37.5684,-95.24345,0.0,KS0670200,Region II,Midwest,KS,Kansas
15686,Eudora Police Department,City,DOUGLAS,West North Central,38.896573,-95.290529,0.0,KS0230400,Region II,Midwest,KS,Kansas
15687,Eagle County Sheriff's Office,County,EAGLE,Mountain,39.630638,-106.692944,1.0,CO0190000,Region IV,West,CO,Colorado
15688,Delta Police Department,City,DELTA,Mountain,38.74036,-108.072365,1.0,CO0150100,Region IV,West,CO,Colorado
15689,Fowler Police Department,City,OTERO,Mountain,38.130898,-104.02448,1.0,CO0450400,Region IV,West,CO,Colorado
15690,Hinsdale County Sheriff's Office,County,HINSDALE,Mountain,37.811667,-107.383335,1.0,CO0270000,Region IV,West,CO,Colorado
15691,Northglenn Police Department,City,WELD; ADAMS,Mountain,39.9079,-104.98737,1.0,CO0010600,Region IV,West,CO,Colorado
15692,Glenwood Springs Police Department,City,GARFIELD,Mountain,39.54674,-107.32649,1.0,CO0230100,Region IV,West,CO,Colorado
15693,Greeley Police Department,City,WELD,Mountain,40.422905,-104.72735,1.0,CO0620200,Region IV,West,CO,Colorado
15694,Hayden Police Department,City,ROUTT,Mountain,40.483155,-106.985274,0.0,CO0540200,Region IV,West,CO,Colorado
15695,Ridgway Police Department,City,OURAY,Mountain,38.1506,-107.767133,0.0,CO0460200,Region IV,West,CO,Colorado
15696,Littleton Police Department,City,DOUGLAS; JEFFERSON; ARAPAHOE,Mountain,39.616898,-105.01454,1.0,CO0030200,Region IV,West,CO,Colorado
15697,Yuma County Sheriff's Office,County,YUMA,Mountain,40.078796,-102.22071,0.0,CO0630000,Region IV,West,CO,Colorado
15698,Boulder Police Department,City,BOULDER,Mountain,40.018864,-105.24995,1.0,CO0070100,Region IV,West,CO,Colorado
15699,Elbert County Sheriff's Office,County,ELBERT,Mountain,39.310582,-104.117729,0.0,CO0200000,Region IV,West,CO,Colorado
15700,All Crimes Enforcement Team,Other,MOFFAT,Mountain,40.573984,-108.204521,1.0,CO0418000,Region IV,West,CO,Colorado
15701,Archuleta County Sheriff's Office,County,ARCHULETA,Mountain,37.202395,-107.050863,1.0,CO0040000,Region IV,West,CO,Colorado
15702,Ute Mountain Tribal,Tribal,,Mountain,37.338025,-108.595786,0.0,CODI01100,Region IV,West,CO,Colorado
15703,Palmer Lake Police Department,City,EL PASO,Mountain,38.827383,-104.527472,1.0,CO0210600,Region IV,West,CO,Colorado
15704,Sterling Police Department,City,LOGAN,Mountain,40.728091,-103.090464,1.0,CO0380100,Region IV,West,CO,Colorado
15705,Pueblo County Sheriff's Office,County,PUEBLO,Mountain,38.170658,-104.489892,1.0,CO0510000,Region IV,West,CO,Colorado
15706,Platteville Police Department,City,WELD,Mountain,40.217316,-104.82332,1.0,CO0621300,Region IV,West,CO,Colorado
15707,Southern Ute Tribal,Tribal,,Mountain,37.287367,-107.839718,0.0,CO0340200,Region IV,West,CO,Colorado
15708,Park County Sheriff's Office,County,PARK,Mountain,39.118914,-105.717648,1.0,CO0470000,Region IV,West,CO,Colorado
15709,Mountain Village Police Department,City,SAN MIGUEL,Mountain,37.933586,-107.85683,1.0,CO0570300,Region IV,West,CO,Colorado
15710,Montrose Police Department,City,MONTROSE,Mountain,38.413427,-108.263042,1.0,CO0430100,Region IV,West,CO,Colorado
15711,Edgewater Police Department,City,JEFFERSON,Mountain,39.753033,-105.06145,1.0,CO0300300,Region IV,West,CO,Colorado
15712,Crested Butte Police Department,City,GUNNISON,Mountain,38.669679,-107.078108,1.0,CO0260300,Region IV,West,CO,Colorado
15713,Larimer County Sheriff's Office,County,LARIMER,Mountain,40.663091,-105.482131,1.0,CO0350000,Region IV,West,CO,Colorado
15714,Kersey Police Department,City,WELD,Mountain,40.555794,-104.383649,1.0,CO0620900,Region IV,West,CO,Colorado
15715,Nederland Police Department,City,BOULDER,Mountain,40.094838,-105.398376,1.0,CO0070800,Region IV,West,CO,Colorado
15716,Vail Police Department,City,EAGLE,Mountain,39.627712,-106.42001,1.0,CO0190100,Region IV,West,CO,Colorado
15717,Delta County Sheriff's Office,County,DELTA,Mountain,38.861756,-107.864757,1.0,CO0150000,Region IV,West,CO,Colorado
15718,Sedgwick County Sheriff's Office,County,SEDGWICK,Mountain,40.988636,-102.264404,0.0,CO0580000,Region IV,West,CO,Colorado
15719,Hudson Police Department,City,WELD,Mountain,40.555794,-104.383649,1.0,CO0622400,Region IV,West,CO,Colorado
15720,Fort Lupton Police Department,City,WELD,Mountain,40.080627,-104.8129,1.0,CO0620100,Region IV,West,CO,Colorado
15721,Kit Carson County Sheriff's Office,County,KIT CARSON,Mountain,39.30287,-102.2707,1.0,CO0320000,Region IV,West,CO,Colorado
15722,Snowmass Village Police Department,City,PITKIN,Mountain,39.217533,-106.915943,1.0,CO0490200,Region IV,West,CO,Colorado
15723,Parachute Police Department,City,GARFIELD,Mountain,39.599352,-107.90978,1.0,CO0230200,Region IV,West,CO,Colorado
15724,Gilpin County Sheriff's Office,County,GILPIN,Mountain,39.838306,-105.482994,1.0,CO0240000,Region IV,West,CO,Colorado
15725,Oak Creek Police Department,City,ROUTT,Mountain,40.483155,-106.985274,1.0,CO0540300,Region IV,West,CO,Colorado
15726,Sheridan Police Department,City,ARAPAHOE,Mountain,39.642136,-105.02534,1.0,CO0030300,Region IV,West,CO,Colorado
15727,Boulder County Sheriff's Office,County,BOULDER,Mountain,40.013927,-105.28725,1.0,CO0070000,Region IV,West,CO,Colorado
15728,Mancos Police Department,City,MONTEZUMA,Mountain,37.345413,-108.28907,1.0,CO0420200,Region IV,West,CO,Colorado
15729,Fairplay Police Department,City,PARK,Mountain,39.118914,-105.717648,0.0,CO0470100,Region IV,West,CO,Colorado
15730,Pikes Peak Community College,University or College,EL PASO,Mountain,38.765526,-104.786415,1.0,CO0210500,Region IV,West,CO,Colorado
15731,Pagosa Springs Police Department,City,ARCHULETA,Mountain,37.202395,-107.050863,1.0,CO0040100,Region IV,West,CO,Colorado
15732,Pueblo Police Department,City,PUEBLO,Mountain,38.268818,-104.6085,1.0,CO0510100,Region IV,West,CO,Colorado
15733,Walsh Police Department,City,BACA,Mountain,37.306678,-102.537765,0.0,CO0050700,Region IV,West,CO,Colorado
15734,Durango Police Department,City,LA PLATA,Mountain,37.274067,-107.87903,1.0,CO0340100,Region IV,West,CO,Colorado
15735,Ault Police Department,City,WELD,Mountain,40.555794,-104.383649,1.0,CO0621200,Region IV,West,CO,Colorado
15736,Montrose County Sheriff's Office,County,MONTROSE,Mountain,38.489193,-107.889206,1.0,CO0430000,Region IV,West,CO,Colorado
15737,Lakewood Police Department,City,JEFFERSON,Mountain,39.708225,-105.08569,1.0,CO0300400,Region IV,West,CO,Colorado
15738,Mesa County Sheriff's Office,County,MESA,Mountain,39.068436,-108.57308,1.0,CO0390000,Region IV,West,CO,Colorado
15739,Las Animas County Sheriff's Office,County,LAS ANIMAS,Mountain,37.318831,-104.04411,0.0,CO0360000,Region IV,West,CO,Colorado
15740,Rifle Police Department,City,GARFIELD,Mountain,39.545822,-107.782364,1.0,CO0230300,Region IV,West,CO,Colorado
15741,Log Lane Village Police Department,City,MORGAN,Mountain,40.270668,-103.83202,0.0,CO0440400,Region IV,West,CO,Colorado
15742,Evans Police Department,City,WELD,Mountain,40.377373,-104.69789,1.0,CO0620400,Region IV,West,CO,Colorado
15743,Rocky Ford Police Department,City,OTERO,Mountain,38.052746,-103.72137,0.0,CO0450200,Region IV,West,CO,Colorado
15744,Garden City Police Department,City,WELD,Mountain,40.39324,-104.68806,1.0,CO0622700,Region IV,West,CO,Colorado
15745,Thornton Police Department,City,ADAMS,Mountain,39.868996,-104.984215,1.0,CO0010400,Region IV,West,CO,Colorado
15746,Central City Police Department,City,GILPIN,Mountain,39.861082,-105.528947,0.0,CO0240100,Region IV,West,CO,Colorado
15747,Columbine Valley Police Department,City,ARAPAHOE,Mountain,39.606247,-105.035,1.0,CO0030800,Region IV,West,CO,Colorado
15748,Southwest Drug Task Force,Other,LA PLATA,Mountain,37.287367,-107.839718,0.0,CO0348000,Region IV,West,CO,Colorado
15749,Blue River Police Department,City,SUMMIT,Mountain,39.621023,-106.137555,0.0,CO0590500,Region IV,West,CO,Colorado
15750,Yuma Police Department,City,YUMA,Mountain,40.000631,-102.422649,1.0,CO0630200,Region IV,West,CO,Colorado
15751,Adams State University,University or College,ALAMOSA,Mountain,37.47158,-105.88075,1.0,CO0020200,Region IV,West,CO,Colorado
15752,Fort Lewis College,University or College,LA PLATA,Mountain,,,1.0,CO034019E,Region IV,West,CO,Colorado
15753,Lafayette Police Department,City,BOULDER,Mountain,39.987686,-105.09051,1.0,CO0070300,Region IV,West,CO,Colorado
15754,Arapahoe County Sheriff's Office,County,ARAPAHOE,Mountain,39.578564,-104.84023,1.0,CO0030000,Region IV,West,CO,Colorado
15755,Ouray County Sheriff's Office,County,OURAY,Mountain,38.1506,-107.767133,0.0,CO0460000,Region IV,West,CO,Colorado
15756,Simla Police Department,City,ELBERT,Mountain,39.310582,-104.117729,1.0,CO0200200,Region IV,West,CO,Colorado
15757,Avon Police Department,City,EAGLE,Mountain,39.630638,-106.692944,1.0,CO0190600,Region IV,West,CO,Colorado
15758,Collbran Police Department,City,MESA,Mountain,39.019492,-108.461837,0.0,CO0390900,Region IV,West,CO,Colorado
15759,Bayfield Police Department,City,LA PLATA,Mountain,37.287367,-107.839718,1.0,CO0340400,Region IV,West,CO,Colorado
15760,Gypsum Police Department,City,EAGLE,Mountain,,,1.0,CO0191000,Region IV,West,CO,Colorado
15761,Cortez Police Department,City,MONTEZUMA,Mountain,37.35523,-108.574974,1.0,CO0420100,Region IV,West,CO,Colorado
15762,Colorado Mental Health Institute,Other State Agency,PUEBLO,Mountain,38.291023,-104.62779,1.0,CO0510200,Region IV,West,CO,Colorado
15763,Buena Vista Police Department,City,CHAFFEE,Mountain,38.738244,-106.316955,1.0,CO0080100,Region IV,West,CO,Colorado
15764,Denver Police Department,City,DENVER,Mountain,39.737377,-104.99167,1.0,CODPD0000,Region IV,West,CO,Colorado
15765,El Paso County Sheriff's Office,County,EL PASO,Mountain,38.830826,-104.823685,1.0,CO0210000,Region IV,West,CO,Colorado
15766,Estes Park Police Department,City,LARIMER,Mountain,40.663091,-105.482131,1.0,CO0350200,Region IV,West,CO,Colorado
15767,Arvada Police Department,City,ADAMS; JEFFERSON,Mountain,39.802036,-105.08734,1.0,CO0300100,Region IV,West,CO,Colorado
15768,Douglas County Sheriff's Office,County,DOUGLAS,Mountain,39.40472,-104.87107,1.0,CO0180000,Region IV,West,CO,Colorado
15769,Telluride Police Department,City,SAN MIGUEL,Mountain,38.009374,-108.427326,1.0,CO0570100,Region IV,West,CO,Colorado
15770,Centennial Police Department,City,ARAPAHOE,Mountain,39.644632,-104.331733,1.0,CO0031100,Region IV,West,CO,Colorado
15771,Rio Blanco County Sheriff's Office,County,RIO BLANCO,Mountain,39.972606,-108.200685,1.0,CO0520000,Region IV,West,CO,Colorado
15772,Mountain View Police Department,City,JEFFERSON,Mountain,39.773666,-105.05553,1.0,CO0300900,Region IV,West,CO,Colorado
15773,Grand Junction Police Department,City,MESA,Mountain,39.019492,-108.461837,1.0,CO0390100,Region IV,West,CO,Colorado
15774,Carbondale Police Department,City,GARFIELD,Mountain,39.40172,-107.21212,1.0,CO0230400,Region IV,West,CO,Colorado
15775,Kiowa County Sheriff's Office,County,KIOWA,Mountain,38.388466,-102.75621,0.0,CO0310000,Region IV,West,CO,Colorado
15776,Manzanola Police Department,City,OTERO,Mountain,37.88417,-103.72126,0.0,CO0450300,Region IV,West,CO,Colorado
15777,Custer County Sheriff's Office,County,CUSTER,Mountain,38.101994,-105.373515,1.0,CO0140000,Region IV,West,CO,Colorado
15778,Westminster Police Department,City,JEFFERSON; ADAMS,Mountain,39.86312,-105.050415,1.0,CO0010500,Region IV,West,CO,Colorado
15779,Mead Police Department,City,WELD,Mountain,40.555794,-104.383649,1.0,CO0622600,Region IV,West,CO,Colorado
15780,Eaton Police Department,City,WELD,Mountain,40.526012,-104.71326,1.0,CO0620300,Region IV,West,CO,Colorado
15781,Calhan Police Department,City,EL PASO,Mountain,38.827383,-104.527472,1.0,CO0211000,Region IV,West,CO,Colorado
